transaction_id,customer_id,product_id,quantity,price,discount,transaction_date,payment_method
30,429,436,1,723.1774977577304,0.14828559342145473,2023-01-08 06:00:00,Kredi Kartı
31,662,136,9,704.8917929126234,0.033452971310870626,2023-01-08 12:00:00,Kredi Kartı
32,416,4,2,456.43487895446486,0.03490206697323186,2023-01-08 18:00:00,Havale/EFT
33,453,155,3,527.0561964260567,0.28457494188990035,2023-01-09 00:00:00,Kapıda Ödeme
34,727,172,8,521.1654352835549,0.06406890253736283,2023-01-09 06:00:00,Debit Kart
35,197,424,9,694.6546739903756,0.2447774973065929,2023-01-09 12:00:00,Havale/EFT
36,554,358,3,57.44592419646384,0.07401162218250856,2023-01-09 18:00:00,Kredi Kartı
37,53,47,6,712.7971477825116,0.1292340281570449,2023-01-10 00:00:00,Debit Kart
38,480,94,7,586.3788917497146,0.1964844336294432,2023-01-10 06:00:00,Havale/EFT
39,443,428,1,206.12762752485847,0.04766015186877124,2023-01-10 12:00:00,Kredi Kartı
40,330,48,7,58.56826520880186,0.22117394650916325,2023-01-10 18:00:00,Debit Kart
41,251,240,4,117.44251265230953,0.2069738917669615,2023-01-11 00:00:00,Havale/EFT
42,807,347,5,529.4444280050769,0.16292486673173487,2023-01-11 06:00:00,Debit Kart
43,890,213,8,760.82444479037,0.16976692681272973,2023-01-11 12:00:00,Kredi Kartı
44,783,436,4,341.31071425325615,0.03173153805647711,2023-01-11 18:00:00,Havale/EFT
45,967,340,4,385.33267159816944,0.13078474513053667,2023-01-12 00:00:00,Kredi Kartı
46,925,324,8,934.8049508956512,0.025971418607287376,2023-01-12 06:00:00,Kapıda Ödeme
47,123,139,5,220.88295319225026,0.09235898731005318,2023-01-12 12:00:00,Kapıda Ödeme
48,879,205,6,112.71193032959812,0.27009364232719,2023-01-12 18:00:00,Debit Kart
49,387,381,5,349.97601266201775,0.17236002016643762,2023-01-13 00:00:00,Kapıda Ödeme
50,339,73,1,748.462898297351,0.22281103144580447,2023-01-13 06:00:00,Kredi Kartı
51,778,4,7,629.8165181455705,0.1721657602127677,2023-01-13 12:00:00,Debit Kart
52,348,76,6,421.6374849758735,0.05827102740199472,2023-01-13 18:00:00,Havale/EFT
53,29,329,2,965.1050075035122,0.17844249473396742,2023-01-14 00:00:00,Kredi Kartı
54,975,77,7,737.6464739116276,0.22661642319165748,2023-01-14 06:00:00,Havale/EFT
55,35,304,6,71.24281013946084,0.04152150086010825,2023-01-14 12:00:00,Havale/EFT
56,518,256,5,747.1851294155078,0.24507201302837545,2023-01-14 18:00:00,Havale/EFT
57,396,410,8,33.798170346799765,0.16661765369348874,2023-01-15 00:00:00,Havale/EFT
58,623,102,5,653.8200898862315,0.00128256065063439,2023-01-15 06:00:00,Kredi Kartı
59,294,106,2,218.37800792973215,0.15593354590139308,2023-01-15 12:00:00,Kapıda Ödeme
60,589,333,6,699.4777869471822,0.11870144764104888,2023-01-15 18:00:00,Kredi Kartı
61,349,39,1,316.6817709813182,0.08893395338699626,2023-01-16 00:00:00,Kapıda Ödeme
62,147,476,5,874.2762448760093,0.23137716597536256,2023-01-16 06:00:00,Havale/EFT
63,67,314,6,343.54469822554586,0.26984996509765524,2023-01-16 12:00:00,Kapıda Ödeme
64,904,275,7,623.498896850254,0.22879592680353306,2023-01-16 18:00:00,Havale/EFT
65,520,88,2,293.0682840574484,0.25403177447726194,2023-01-17 00:00:00,Debit Kart
66,122,211,1,918.0493296907565,0.27263428296335196,2023-01-17 06:00:00,Havale/EFT
67,340,369,6,783.1860212178906,0.2737887934129433,2023-01-17 12:00:00,Kapıda Ödeme
68,175,77,3,250.8698475811571,0.034391442899027236,2023-01-17 18:00:00,Debit Kart
69,900,77,5,949.308745433073,0.13691564666614844,2023-01-18 00:00:00,Debit Kart
70,691,442,2,363.58601368046595,8.594231787308892e-05,2023-01-18 06:00:00,Havale/EFT
71,597,28,1,655.3462981905157,0.15193877541110176,2023-01-18 12:00:00,Kredi Kartı
72,451,245,1,745.4246988032525,0.27727318030313725,2023-01-18 18:00:00,Kapıda Ödeme
73,557,66,4,32.67313985026318,0.059730687119452015,2023-01-19 00:00:00,Debit Kart
74,136,266,2,959.3776726956737,0.19193598862997388,2023-01-19 06:00:00,Kredi Kartı
75,855,382,1,350.99689302649125,0.19331371392536809,2023-01-19 12:00:00,Havale/EFT
76,16,470,6,197.88110449691197,0.04810619540633188,2023-01-19 18:00:00,Havale/EFT
77,333,205,4,852.2007138112131,0.0715582317952381,2023-01-20 00:00:00,Havale/EFT
78,195,58,7,705.8702899951803,0.1386065351880723,2023-01-20 06:00:00,Havale/EFT
79,496,201,6,95.87583989711905,0.056462812936303626,2023-01-20 12:00:00,Kapıda Ödeme
80,9,225,5,125.87413556300184,0.17549819355735272,2023-01-20 18:00:00,Debit Kart
81,828,142,2,718.0399519471125,0.1453625193066807,2023-01-21 00:00:00,Kapıda Ödeme
82,334,381,5,84.03542339949313,0.15575945355371193,2023-01-21 06:00:00,Debit Kart
83,333,368,9,918.0036807728244,0.04034026584616657,2023-01-21 12:00:00,Kredi Kartı
84,327,84,9,744.1247355781569,0.15517554763159302,2023-01-21 18:00:00,Kredi Kartı
85,15,143,2,342.13728390731893,0.014843457316241792,2023-01-22 00:00:00,Debit Kart
86,839,352,7,369.30939143308484,0.2644605894035045,2023-01-22 06:00:00,Havale/EFT
87,614,33,4,511.4311352420604,0.10297490724167772,2023-01-22 12:00:00,Kredi Kartı
88,226,401,3,367.35971951205477,0.2569011974507122,2023-01-22 18:00:00,Kapıda Ödeme
89,425,152,1,785.6338659239326,0.21049691062345313,2023-01-23 00:00:00,Debit Kart
90,790,158,3,974.9895746605996,0.2298517767891543,2023-01-23 06:00:00,Kredi Kartı
91,408,446,9,588.6763002838112,0.09436334836167683,2023-01-23 12:00:00,Debit Kart
92,113,141,9,451.57695439085364,0.06832318195021654,2023-01-23 18:00:00,Havale/EFT
93,997,446,7,230.546398865535,0.12202216615233445,2023-01-24 00:00:00,Debit Kart
94,428,251,3,656.8990850553222,0.007267758723839801,2023-01-24 06:00:00,Kredi Kartı
95,1,303,3,688.7210931972431,0.27562670306050485,2023-01-24 12:00:00,Debit Kart
96,266,112,4,688.3387009442201,0.11610427978983735,2023-01-24 18:00:00,Kredi Kartı
97,491,144,7,36.7151855098074,0.2965669814530695,2023-01-25 00:00:00,Kredi Kartı
98,208,450,7,900.1308796538663,0.22843482624222383,2023-01-25 06:00:00,Kredi Kartı
99,622,209,2,344.7254977948849,0.024154502939793144,2023-01-25 12:00:00,Kapıda Ödeme
100,712,224,5,746.7241048567929,0.1980564833527728,2023-01-25 18:00:00,Havale/EFT
101,952,43,7,762.2088380293167,0.08125174945138654,2023-01-26 00:00:00,Havale/EFT
102,369,264,7,654.0494290241172,0.07311559367441403,2023-01-26 06:00:00,Debit Kart
103,985,244,6,400.91785791284923,0.07696880097096385,2023-01-26 12:00:00,Debit Kart
104,306,3,8,612.3003746483603,0.27482251460784507,2023-01-26 18:00:00,Kredi Kartı
105,12,125,3,49.7967043452978,0.14999405282141245,2023-01-27 00:00:00,Havale/EFT
106,345,268,1,764.2768342660272,0.20084126964348173,2023-01-27 06:00:00,Debit Kart
107,465,84,3,108.59276184505552,0.0842843477399102,2023-01-27 12:00:00,Debit Kart
108,700,16,2,402.7834165416057,0.15688633655553544,2023-01-27 18:00:00,Havale/EFT
109,666,334,2,112.58259978831691,0.10503004146335694,2023-01-28 00:00:00,Kredi Kartı
110,494,464,2,838.7037013609036,0.09634171211892022,2023-01-28 06:00:00,Debit Kart
111,368,59,5,554.7993695015996,0.07409065439106367,2023-01-28 12:00:00,Kredi Kartı
112,846,177,1,694.0455689675797,0.12270206954802015,2023-01-28 18:00:00,Havale/EFT
113,937,63,4,685.7563481441869,0.19800903318900687,2023-01-29 00:00:00,Havale/EFT
114,420,446,5,843.1901693419194,0.0666131328201327,2023-01-29 06:00:00,Debit Kart
115,889,491,2,141.24370931168332,0.28963319606320503,2023-01-29 12:00:00,Debit Kart
116,791,49,5,663.1308590008354,0.0373835029391,2023-01-29 18:00:00,Havale/EFT
117,171,307,4,579.3827138596208,0.1440621623164309,2023-01-30 00:00:00,Kredi Kartı
118,134,246,8,40.58815134560223,0.02550846490660482,2023-01-30 06:00:00,Kredi Kartı
119,965,289,1,209.40867973457455,0.006799596320702994,2023-01-30 12:00:00,Kapıda Ödeme
120,427,286,5,274.8958259644386,0.276803195909509,2023-01-30 18:00:00,Havale/EFT
121,25,443,1,81.8308116748745,0.2431154381851902,2023-01-31 00:00:00,Debit Kart
122,530,332,4,361.17260783981345,0.2082466119376675,2023-01-31 06:00:00,Havale/EFT
123,190,15,8,36.930483628320935,0.2595572439449834,2023-01-31 12:00:00,Debit Kart
124,141,338,1,557.6516573351522,0.24085452689091857,2023-01-31 18:00:00,Kredi Kartı
125,555,255,2,219.38595097398942,0.19417131629591766,2023-02-01 00:00:00,Debit Kart
126,846,92,1,294.13307445410663,0.25420269773051074,2023-02-01 06:00:00,Kapıda Ödeme
127,796,279,7,911.3669099095713,0.11724016603803156,2023-02-01 12:00:00,Kredi Kartı
128,658,206,2,507.78868063229015,0.16582554997053783,2023-02-01 18:00:00,Kapıda Ödeme
129,315,94,1,276.3237919319717,0.2328931958935937,2023-02-02 00:00:00,Havale/EFT
130,444,225,6,602.4771406655856,0.025439404873903993,2023-02-02 06:00:00,Debit Kart
131,319,301,6,209.65472051882065,0.25759364014874514,2023-02-02 12:00:00,Kredi Kartı
132,441,318,2,83.65172890654303,0.04704913670898151,2023-02-02 18:00:00,Debit Kart
133,92,463,1,30.69729085626598,0.25936237586926175,2023-02-03 00:00:00,Kapıda Ödeme
134,179,199,3,952.0137549224937,0.0933998614898781,2023-02-03 06:00:00,Kredi Kartı
135,56,271,5,727.3647159016851,0.09803485379076554,2023-02-03 12:00:00,Kapıda Ödeme
136,155,500,6,801.9486668094586,0.022184606960910378,2023-02-03 18:00:00,Kredi Kartı
137,672,234,3,981.1085508970436,0.26576988716872485,2023-02-04 00:00:00,Havale/EFT
138,111,46,9,932.3124163793051,0.05235312071726087,2023-02-04 06:00:00,Havale/EFT
139,137,64,5,739.5440666511407,0.1890149706111046,2023-02-04 12:00:00,Debit Kart
140,232,230,2,697.0471991211261,0.19319027977605668,2023-02-04 18:00:00,Kapıda Ödeme
141,992,430,6,343.48149696602286,0.08434545102439377,2023-02-05 00:00:00,Kapıda Ödeme
142,468,440,8,112.9770792771511,0.2956982872370413,2023-02-05 06:00:00,Kredi Kartı
143,732,249,6,577.9853228839002,0.019249865433325474,2023-02-05 12:00:00,Havale/EFT
144,481,246,4,580.4907621377063,0.1823616032974555,2023-02-05 18:00:00,Debit Kart
145,68,428,6,952.7149125615866,0.14386317823715672,2023-02-06 00:00:00,Havale/EFT
146,814,75,8,448.14509859509224,0.0736452321441824,2023-02-06 06:00:00,Kapıda Ödeme
147,249,157,8,693.8995480630076,0.04906551339688393,2023-02-06 12:00:00,Debit Kart
148,994,223,2,579.2209211227546,0.22112530744769593,2023-02-06 18:00:00,Havale/EFT
149,323,190,8,184.9926268100388,0.27489446234435594,2023-02-07 00:00:00,Havale/EFT
150,922,473,6,596.1436646773675,0.03226387858641672,2023-02-07 06:00:00,Kredi Kartı
151,904,52,2,544.7155422691919,0.058194063631801636,2023-02-07 12:00:00,Kredi Kartı
152,518,438,1,498.96693397026195,0.2958809241886696,2023-02-07 18:00:00,Kapıda Ödeme
153,976,88,6,518.28870431199,0.004506802271362386,2023-02-08 00:00:00,Havale/EFT
154,792,313,7,172.34809223928178,0.15247559089587698,2023-02-08 06:00:00,Kredi Kartı
155,432,339,5,468.84295391836116,0.15483385502454428,2023-02-08 12:00:00,Havale/EFT
156,487,66,8,609.5967391033809,0.07894845754373216,2023-02-08 18:00:00,Debit Kart
157,606,150,9,494.55470669868396,0.19890866413309824,2023-02-09 00:00:00,Havale/EFT
158,429,20,4,493.7993331748858,0.2834822719281041,2023-02-09 06:00:00,Havale/EFT
159,269,33,7,86.74253269505591,0.13506417928697315,2023-02-09 12:00:00,Kapıda Ödeme
160,709,328,8,198.86641049655245,0.22482585162035715,2023-02-09 18:00:00,Debit Kart
161,537,281,6,327.76296584774565,0.19382107778143745,2023-02-10 00:00:00,Debit Kart
162,148,46,2,425.1535239866475,0.14188255906251446,2023-02-10 06:00:00,Kredi Kartı
163,118,73,7,597.9980694200182,0.014943689940961402,2023-02-10 12:00:00,Debit Kart
164,850,354,9,864.71165347783,0.22252494148718258,2023-02-10 18:00:00,Kapıda Ödeme
165,367,313,5,167.5730907077674,0.10897543413643888,2023-02-11 00:00:00,Kredi Kartı
166,850,343,2,24.937149908587987,0.06734840652072628,2023-02-11 06:00:00,Havale/EFT
167,66,133,4,454.7447594681566,0.2844805949364511,2023-02-11 12:00:00,Debit Kart
168,970,55,3,437.78186843751183,0.2320508308641486,2023-02-11 18:00:00,Havale/EFT
169,813,61,4,556.3822063102207,0.2886806045030809,2023-02-12 00:00:00,Kredi Kartı
170,370,345,7,834.8895536577855,0.07686507964967701,2023-02-12 06:00:00,Debit Kart
171,175,8,8,804.3369454726532,0.2507379982733662,2023-02-12 12:00:00,Kredi Kartı
172,831,272,1,109.04285158571109,0.18231642127859074,2023-02-12 18:00:00,Kredi Kartı
173,588,246,8,934.655413009907,0.29445110679096587,2023-02-13 00:00:00,Debit Kart
174,495,176,5,119.31025072770025,0.28389508368409716,2023-02-13 06:00:00,Debit Kart
175,973,493,7,638.2248034488938,0.2918904134828107,2023-02-13 12:00:00,Kredi Kartı
176,114,116,1,675.6822306596199,0.28553028550198256,2023-02-13 18:00:00,Kapıda Ödeme
177,111,317,2,683.0787123508572,0.0022982600671316964,2023-02-14 00:00:00,Debit Kart
178,761,271,1,272.697659958637,0.2223256230452068,2023-02-14 06:00:00,Kredi Kartı
179,439,193,5,337.041640847342,0.08158036836289252,2023-02-14 12:00:00,Havale/EFT
180,715,150,6,553.1901063979029,0.2115081286657584,2023-02-14 18:00:00,Havale/EFT
181,147,131,9,207.5916208420974,0.2941833603761726,2023-02-15 00:00:00,Debit Kart
182,35,102,8,30.10736315501771,0.011807817209627647,2023-02-15 06:00:00,Debit Kart
183,999,310,7,566.5230099634899,0.17009634973180512,2023-02-15 12:00:00,Havale/EFT
184,309,270,5,470.6257862918872,0.22048594743503078,2023-02-15 18:00:00,Kredi Kartı
185,538,292,3,660.1638941612274,0.07600763466444206,2023-02-16 00:00:00,Kredi Kartı
186,750,210,9,155.2335700753233,0.06753658112014273,2023-02-16 06:00:00,Kredi Kartı
187,14,495,5,842.5156456439529,0.018103651620564296,2023-02-16 12:00:00,Kapıda Ödeme
188,374,361,3,154.759273575922,0.02817595715042268,2023-02-16 18:00:00,Debit Kart
189,557,338,3,892.4301688312232,0.19702497325450846,2023-02-17 00:00:00,Kapıda Ödeme
190,428,67,3,455.025960869746,0.15156318570958524,2023-02-17 06:00:00,Kapıda Ödeme
191,728,10,6,554.3072067789678,0.00902166824458378,2023-02-17 12:00:00,Kapıda Ödeme
192,233,49,1,897.6155226043488,0.29089852762582974,2023-02-17 18:00:00,Kapıda Ödeme
193,705,487,4,306.9139179922963,0.1968137608466415,2023-02-18 00:00:00,Kredi Kartı
194,563,111,8,190.00872627874,0.1546405707048025,2023-02-18 06:00:00,Debit Kart
195,939,321,3,451.2941046112591,0.08181727098792699,2023-02-18 12:00:00,Debit Kart
196,887,219,5,251.9235562424297,0.19742966544225096,2023-02-18 18:00:00,Kapıda Ödeme
197,726,57,2,532.5654724249139,0.10925035886481382,2023-02-19 00:00:00,Debit Kart
198,663,283,2,282.50528579987326,0.21074824879874685,2023-02-19 06:00:00,Havale/EFT
199,440,459,7,865.8446402395024,0.20477157609202926,2023-02-19 12:00:00,Kredi Kartı
200,502,113,3,611.2513463351487,0.0278231385372388,2023-02-19 18:00:00,Debit Kart
201,275,133,5,10.238263045473243,0.2727782124932975,2023-02-20 00:00:00,Kredi Kartı
202,850,71,3,807.4189973330265,0.14609227548050438,2023-02-20 06:00:00,Havale/EFT
203,76,83,6,336.91021335888445,0.11788348168996617,2023-02-20 12:00:00,Kredi Kartı
204,439,57,3,327.00590431340754,0.28663864308863357,2023-02-20 18:00:00,Havale/EFT
205,732,376,8,389.23218401312266,0.13146278433336347,2023-02-21 00:00:00,Kapıda Ödeme
206,860,349,2,633.9599028032399,0.21636627507091932,2023-02-21 06:00:00,Debit Kart
207,956,271,3,447.64010329028076,0.19654094317495083,2023-02-21 12:00:00,Kapıda Ödeme
208,699,483,8,632.3491911040054,0.049542029424916985,2023-02-21 18:00:00,Debit Kart
209,289,111,8,155.31291441943443,0.2973428321229411,2023-02-22 00:00:00,Kapıda Ödeme
210,915,357,1,970.4628198788449,0.139081296687266,2023-02-22 06:00:00,Havale/EFT
211,540,375,8,732.3102242130252,0.11843477172519255,2023-02-22 12:00:00,Debit Kart
212,891,76,2,257.7050361065992,0.27588404782596904,2023-02-22 18:00:00,Kapıda Ödeme
213,692,158,7,726.9282089940281,0.158771500973133,2023-02-23 00:00:00,Kredi Kartı
214,253,20,6,579.275201699023,0.2115230885787937,2023-02-23 06:00:00,Kredi Kartı
215,126,421,2,118.0971064394795,0.2538738141786033,2023-02-23 12:00:00,Kapıda Ödeme
216,177,131,5,186.41446252024483,0.07064831871735551,2023-02-23 18:00:00,Havale/EFT
217,37,329,7,50.89506050225017,0.05083997555835885,2023-02-24 00:00:00,Kapıda Ödeme
218,410,122,8,811.1456909579343,0.02055204167730179,2023-02-24 06:00:00,Kredi Kartı
219,611,41,3,556.1877050692826,0.2691399897738196,2023-02-24 12:00:00,Debit Kart
220,610,167,1,323.5811621637098,0.060110128422944616,2023-02-24 18:00:00,Debit Kart
221,127,410,7,135.08145300791801,0.09232621321931817,2023-02-25 00:00:00,Kapıda Ödeme
222,483,130,5,489.2054172007754,0.08574207782368533,2023-02-25 06:00:00,Debit Kart
223,168,23,5,530.0087332507594,0.09137639625671846,2023-02-25 12:00:00,Kredi Kartı
224,592,279,7,704.9290159707002,0.20041833804861553,2023-02-25 18:00:00,Debit Kart
225,294,251,1,970.2378383426205,0.28623406762216147,2023-02-26 00:00:00,Kapıda Ödeme
226,845,469,8,440.59607510330096,0.09883603078726212,2023-02-26 06:00:00,Kapıda Ödeme
227,638,400,5,411.97386452842557,0.12229414639760905,2023-02-26 12:00:00,Kapıda Ödeme
228,343,9,8,376.2307045442213,0.23134409523258334,2023-02-26 18:00:00,Kredi Kartı
229,310,13,5,828.6546698771924,0.12970138325630576,2023-02-27 00:00:00,Havale/EFT
230,662,412,7,164.7540491852455,0.27781283037781423,2023-02-27 06:00:00,Debit Kart
231,528,411,3,350.37477459873855,0.15096541522356496,2023-02-27 12:00:00,Kapıda Ödeme
232,540,307,2,727.721096826637,0.10432045672908462,2023-02-27 18:00:00,Havale/EFT
233,419,320,6,25.537985989022015,0.2914717451202809,2023-02-28 00:00:00,Kapıda Ödeme
234,444,52,5,296.4869163696377,0.12773456281925397,2023-02-28 06:00:00,Kapıda Ödeme
235,685,209,9,645.0326911271627,0.06935246135641278,2023-02-28 12:00:00,Kredi Kartı
236,558,38,4,194.09257702079665,0.053310244436859874,2023-02-28 18:00:00,Kredi Kartı
237,840,100,3,309.68346343302846,0.2985543977484977,2023-03-01 00:00:00,Havale/EFT
238,236,193,9,491.1846237383969,0.22589630793865473,2023-03-01 06:00:00,Kapıda Ödeme
239,439,402,8,427.80333030999026,0.12259793923655422,2023-03-01 12:00:00,Debit Kart
240,214,191,6,114.96691805582506,0.247909002855657,2023-03-01 18:00:00,Debit Kart
241,85,51,1,938.8529690330762,0.1640418388543455,2023-03-02 00:00:00,Debit Kart
242,794,393,1,53.84979337627184,0.09521687208998174,2023-03-02 06:00:00,Havale/EFT
243,744,141,6,752.2453288585898,0.2230157426207878,2023-03-02 12:00:00,Kredi Kartı
244,85,168,3,80.70854338024589,0.22376842166494554,2023-03-02 18:00:00,Havale/EFT
245,921,311,3,472.62284499482854,0.15005076875524048,2023-03-03 00:00:00,Kredi Kartı
246,489,109,6,183.6571787388569,0.013547502106648911,2023-03-03 06:00:00,Debit Kart
247,65,207,3,149.68681846463602,0.023106745972100284,2023-03-03 12:00:00,Debit Kart
248,646,427,6,134.6389967763078,0.23662484370038137,2023-03-03 18:00:00,Kredi Kartı
249,663,300,5,458.25877032838895,0.24704291279646395,2023-03-04 00:00:00,Debit Kart
250,627,110,4,520.3300602934194,0.20348692457315468,2023-03-04 06:00:00,Havale/EFT
251,64,196,8,142.0506486074115,0.2517205726253049,2023-03-04 12:00:00,Kredi Kartı
252,343,417,2,979.6017729635771,0.21584624110728362,2023-03-04 18:00:00,Debit Kart
253,939,152,7,265.1882279936009,0.2690803861526748,2023-03-05 00:00:00,Kapıda Ödeme
254,875,420,4,464.2529262067553,0.045119481783984096,2023-03-05 06:00:00,Debit Kart
255,919,243,2,224.10686202588894,0.11632245849806204,2023-03-05 12:00:00,Kapıda Ödeme
256,352,128,7,498.9834189950501,0.13923323816724575,2023-03-05 18:00:00,Debit Kart
257,158,105,1,758.4564166405302,0.08929913842746408,2023-03-06 00:00:00,Kapıda Ödeme
258,589,10,4,525.8909941515502,0.2176099344448332,2023-03-06 06:00:00,Debit Kart
259,491,356,9,292.7923820108747,0.27373164380674203,2023-03-06 12:00:00,Kapıda Ödeme
260,658,148,4,255.91264264659873,0.12374465978078289,2023-03-06 18:00:00,Kredi Kartı
261,855,489,3,761.3450621647829,0.28246258937938995,2023-03-07 00:00:00,Kredi Kartı
262,463,365,2,127.05579396900065,0.155030672143217,2023-03-07 06:00:00,Kapıda Ödeme
263,225,364,3,376.2668294618108,0.15675468804481532,2023-03-07 12:00:00,Debit Kart
264,917,459,1,159.9678894873465,0.18006586220332696,2023-03-07 18:00:00,Havale/EFT
265,313,140,8,265.3960710015371,0.0804993195357976,2023-03-08 00:00:00,Havale/EFT
266,615,190,1,161.15640016010266,0.1150081557405111,2023-03-08 06:00:00,Havale/EFT
267,919,402,3,887.9047834570025,0.16597123586564838,2023-03-08 12:00:00,Havale/EFT
268,859,94,3,734.5851570229015,0.2825948656719785,2023-03-08 18:00:00,Kapıda Ödeme
269,813,492,2,565.3179735838188,0.19280777353656553,2023-03-09 00:00:00,Kredi Kartı
270,940,496,5,232.18097027057777,0.09993496736661285,2023-03-09 06:00:00,Kredi Kartı
271,466,229,3,515.124558927203,0.0031405719949507914,2023-03-09 12:00:00,Havale/EFT
272,88,63,3,525.6248743830967,0.2944996949789717,2023-03-09 18:00:00,Kredi Kartı
273,883,340,8,594.4996883973671,0.14789536734551864,2023-03-10 00:00:00,Kapıda Ödeme
274,303,25,4,69.48430565050413,0.2815485474992313,2023-03-10 06:00:00,Havale/EFT
275,680,268,4,973.1729514847392,0.16480357015051586,2023-03-10 12:00:00,Kapıda Ödeme
276,435,405,3,470.7845808943199,0.1816394580666866,2023-03-10 18:00:00,Kapıda Ödeme
277,682,281,1,927.2664563581122,0.21357367677119163,2023-03-11 00:00:00,Debit Kart
278,135,11,8,19.710033566836593,0.09629272009932167,2023-03-11 06:00:00,Kapıda Ödeme
279,50,320,1,255.0828116789558,0.20969518820251035,2023-03-11 12:00:00,Debit Kart
280,432,201,7,112.95561461020226,0.1580375729554151,2023-03-11 18:00:00,Havale/EFT
281,340,126,5,771.9200155812239,0.201743984874752,2023-03-12 00:00:00,Kapıda Ödeme
282,347,306,4,326.9237990987641,0.250749978272952,2023-03-12 06:00:00,Kredi Kartı
283,646,190,4,842.0875833315895,0.055268739081595186,2023-03-12 12:00:00,Havale/EFT
284,347,89,8,834.0615120586984,0.1840652731007279,2023-03-12 18:00:00,Kapıda Ödeme
285,649,355,6,671.1168448785041,0.015633398582950975,2023-03-13 00:00:00,Kapıda Ödeme
286,245,116,1,669.1239855085373,0.03063452668471106,2023-03-13 06:00:00,Kredi Kartı
287,109,352,8,703.1580951524037,0.20237827072067607,2023-03-13 12:00:00,Debit Kart
288,825,177,2,677.0261962834768,0.021281295542495835,2023-03-13 18:00:00,Kapıda Ödeme
289,799,14,6,393.03927410750555,0.17860733394419215,2023-03-14 00:00:00,Kapıda Ödeme
290,533,257,9,685.9993681228605,0.06600377959541563,2023-03-14 06:00:00,Kredi Kartı
291,90,209,1,898.432899500435,0.0912254485535244,2023-03-14 12:00:00,Havale/EFT
292,296,281,6,339.2477569578574,0.038890950644227915,2023-03-14 18:00:00,Kapıda Ödeme
293,112,443,8,945.4401359528041,0.07460024585185178,2023-03-15 00:00:00,Debit Kart
294,813,328,2,23.445772019782034,0.2463875354457984,2023-03-15 06:00:00,Debit Kart
295,589,325,5,355.5917128825848,0.19166352168195824,2023-03-15 12:00:00,Kredi Kartı
296,177,389,6,140.7774177114528,0.28492793841385644,2023-03-15 18:00:00,Debit Kart
297,343,105,5,135.35363075457343,0.014623456606126583,2023-03-16 00:00:00,Kapıda Ödeme
298,660,483,3,817.2751990714526,0.23772359915522057,2023-03-16 06:00:00,Debit Kart
