interaction_id,customer_id,product_id,interaction_type,interaction_date
235,110,447,click,2023-01-30 06:00:00
236,406,369,wishlist,2023-01-30 09:00:00
237,309,393,view,2023-01-30 12:00:00
238,160,136,click,2023-01-30 15:00:00
239,844,7,click,2023-01-30 18:00:00
240,55,37,add_to_cart,2023-01-30 21:00:00
241,761,484,add_to_cart,2023-01-31 00:00:00
242,976,311,click,2023-01-31 03:00:00
243,256,67,add_to_cart,2023-01-31 06:00:00
244,534,392,add_to_cart,2023-01-31 09:00:00
245,422,325,click,2023-01-31 12:00:00
246,946,5,view,2023-01-31 15:00:00
247,615,273,view,2023-01-31 18:00:00
248,962,367,view,2023-01-31 21:00:00
249,813,58,wishlist,2023-02-01 00:00:00
250,887,447,view,2023-02-01 03:00:00
251,264,155,wishlist,2023-02-01 06:00:00
252,748,360,wishlist,2023-02-01 09:00:00
253,833,487,add_to_cart,2023-02-01 12:00:00
254,233,113,wishlist,2023-02-01 15:00:00
255,680,460,wishlist,2023-02-01 18:00:00
256,233,92,wishlist,2023-02-01 21:00:00
257,517,324,wishlist,2023-02-02 00:00:00
258,45,244,add_to_cart,2023-02-02 03:00:00
259,558,284,click,2023-02-02 06:00:00
260,676,89,wishlist,2023-02-02 09:00:00
261,913,442,click,2023-02-02 12:00:00
262,681,178,view,2023-02-02 15:00:00
263,926,228,view,2023-02-02 18:00:00
264,436,362,click,2023-02-02 21:00:00
265,335,67,click,2023-02-03 00:00:00
266,404,122,view,2023-02-03 03:00:00
267,164,159,add_to_cart,2023-02-03 06:00:00
268,256,357,add_to_cart,2023-02-03 09:00:00
269,66,268,wishlist,2023-02-03 12:00:00
270,941,183,add_to_cart,2023-02-03 15:00:00
271,772,485,add_to_cart,2023-02-03 18:00:00
272,946,357,wishlist,2023-02-03 21:00:00
273,88,4,wishlist,2023-02-04 00:00:00
274,240,478,add_to_cart,2023-02-04 03:00:00
275,311,121,click,2023-02-04 06:00:00
276,571,230,wishlist,2023-02-04 09:00:00
277,682,298,click,2023-02-04 12:00:00
278,258,486,view,2023-02-04 15:00:00
279,558,219,wishlist,2023-02-04 18:00:00
280,514,182,click,2023-02-04 21:00:00
281,434,278,wishlist,2023-02-05 00:00:00
282,129,257,wishlist,2023-02-05 03:00:00
283,781,304,wishlist,2023-02-05 06:00:00
284,326,43,wishlist,2023-02-05 09:00:00
285,790,358,click,2023-02-05 12:00:00
286,17,404,click,2023-02-05 15:00:00
287,699,18,click,2023-02-05 18:00:00
288,342,198,view,2023-02-05 21:00:00
289,838,177,wishlist,2023-02-06 00:00:00
290,628,76,wishlist,2023-02-06 03:00:00
291,771,401,click,2023-02-06 06:00:00
292,878,181,click,2023-02-06 09:00:00
293,249,150,wishlist,2023-02-06 12:00:00
294,710,82,wishlist,2023-02-06 15:00:00
295,849,10,view,2023-02-06 18:00:00
296,739,280,wishlist,2023-02-06 21:00:00
297,177,212,click,2023-02-07 00:00:00
298,755,140,view,2023-02-07 03:00:00
299,946,260,add_to_cart,2023-02-07 06:00:00
300,357,426,add_to_cart,2023-02-07 09:00:00
301,495,382,wishlist,2023-02-07 12:00:00
302,35,389,click,2023-02-07 15:00:00
303,407,410,wishlist,2023-02-07 18:00:00
304,968,228,click,2023-02-07 21:00:00
305,647,443,click,2023-02-08 00:00:00
306,818,446,click,2023-02-08 03:00:00
307,10,336,add_to_cart,2023-02-08 06:00:00
308,986,5,wishlist,2023-02-08 09:00:00
309,695,410,wishlist,2023-02-08 12:00:00
310,714,83,add_to_cart,2023-02-08 15:00:00
311,531,6,click,2023-02-08 18:00:00
312,535,152,view,2023-02-08 21:00:00
313,95,479,view,2023-02-09 00:00:00
314,576,223,add_to_cart,2023-02-09 03:00:00
315,929,181,view,2023-02-09 06:00:00
316,450,263,click,2023-02-09 09:00:00
317,220,266,click,2023-02-09 12:00:00
318,96,167,wishlist,2023-02-09 15:00:00
319,865,470,click,2023-02-09 18:00:00
320,777,78,click,2023-02-09 21:00:00
321,381,412,click,2023-02-10 00:00:00
322,669,42,view,2023-02-10 03:00:00
323,207,62,view,2023-02-10 06:00:00
324,786,381,add_to_cart,2023-02-10 09:00:00
325,850,436,add_to_cart,2023-02-10 12:00:00
326,246,278,view,2023-02-10 15:00:00
327,711,313,wishlist,2023-02-10 18:00:00
328,974,352,wishlist,2023-02-10 21:00:00
329,797,395,view,2023-02-11 00:00:00
330,510,398,add_to_cart,2023-02-11 03:00:00
331,884,31,wishlist,2023-02-11 06:00:00
332,83,492,click,2023-02-11 09:00:00
333,317,4,wishlist,2023-02-11 12:00:00
334,645,109,wishlist,2023-02-11 15:00:00
335,105,406,wishlist,2023-02-11 18:00:00
336,370,374,add_to_cart,2023-02-11 21:00:00
337,749,93,add_to_cart,2023-02-12 00:00:00
338,581,99,view,2023-02-12 03:00:00
339,696,192,wishlist,2023-02-12 06:00:00
340,630,333,add_to_cart,2023-02-12 09:00:00
341,180,212,add_to_cart,2023-02-12 12:00:00
342,783,83,view,2023-02-12 15:00:00
343,602,207,click,2023-02-12 18:00:00
344,600,115,click,2023-02-12 21:00:00
345,83,474,wishlist,2023-02-13 00:00:00
346,532,252,click,2023-02-13 03:00:00
347,619,468,view,2023-02-13 06:00:00
348,841,61,add_to_cart,2023-02-13 09:00:00
349,501,356,click,2023-02-13 12:00:00
350,348,390,wishlist,2023-02-13 15:00:00
351,272,253,wishlist,2023-02-13 18:00:00
352,331,79,add_to_cart,2023-02-13 21:00:00
353,610,196,wishlist,2023-02-14 00:00:00
354,921,262,view,2023-02-14 03:00:00
355,744,322,click,2023-02-14 06:00:00
356,887,420,wishlist,2023-02-14 09:00:00
357,569,498,click,2023-02-14 12:00:00
358,661,399,add_to_cart,2023-02-14 15:00:00
359,389,332,click,2023-02-14 18:00:00
360,971,296,view,2023-02-14 21:00:00
361,747,236,add_to_cart,2023-02-15 00:00:00
362,137,169,wishlist,2023-02-15 03:00:00
363,779,7,add_to_cart,2023-02-15 06:00:00
364,741,22,click,2023-02-15 09:00:00
365,361,72,click,2023-02-15 12:00:00
366,833,500,click,2023-02-15 15:00:00
367,959,106,click,2023-02-15 18:00:00
368,282,139,add_to_cart,2023-02-15 21:00:00
369,202,386,add_to_cart,2023-02-16 00:00:00
370,744,30,click,2023-02-16 03:00:00
371,531,324,wishlist,2023-02-16 06:00:00
372,16,437,add_to_cart,2023-02-16 09:00:00
373,568,89,view,2023-02-16 12:00:00
374,869,405,add_to_cart,2023-02-16 15:00:00
375,114,153,view,2023-02-16 18:00:00
376,68,73,wishlist,2023-02-16 21:00:00
377,590,328,view,2023-02-17 00:00:00
378,30,389,view,2023-02-17 03:00:00
379,519,238,wishlist,2023-02-17 06:00:00
380,908,476,click,2023-02-17 09:00:00
381,664,322,add_to_cart,2023-02-17 12:00:00
382,999,341,wishlist,2023-02-17 15:00:00
383,875,251,view,2023-02-17 18:00:00
384,22,305,click,2023-02-17 21:00:00
385,431,8,add_to_cart,2023-02-18 00:00:00
386,30,482,wishlist,2023-02-18 03:00:00
387,956,471,add_to_cart,2023-02-18 06:00:00
388,679,207,click,2023-02-18 09:00:00
389,660,411,add_to_cart,2023-02-18 12:00:00
390,410,258,click,2023-02-18 15:00:00
391,49,284,wishlist,2023-02-18 18:00:00
392,325,139,click,2023-02-18 21:00:00
393,488,46,wishlist,2023-02-19 00:00:00
394,298,126,click,2023-02-19 03:00:00
395,774,21,add_to_cart,2023-02-19 06:00:00
396,181,170,click,2023-02-19 09:00:00
397,802,32,click,2023-02-19 12:00:00
398,122,416,add_to_cart,2023-02-19 15:00:00
399,124,455,view,2023-02-19 18:00:00
400,453,150,click,2023-02-19 21:00:00
401,266,206,wishlist,2023-02-20 00:00:00
402,28,333,click,2023-02-20 03:00:00
403,259,21,view,2023-02-20 06:00:00
404,77,406,wishlist,2023-02-20 09:00:00
405,432,290,add_to_cart,2023-02-20 12:00:00
406,879,138,add_to_cart,2023-02-20 15:00:00
407,706,65,add_to_cart,2023-02-20 18:00:00
408,894,65,wishlist,2023-02-20 21:00:00
409,35,88,click,2023-02-21 00:00:00
410,436,323,wishlist,2023-02-21 03:00:00
411,114,479,wishlist,2023-02-21 06:00:00
412,62,43,view,2023-02-21 09:00:00
413,52,371,wishlist,2023-02-21 12:00:00
414,116,425,add_to_cart,2023-02-21 15:00:00
415,47,141,wishlist,2023-02-21 18:00:00
416,438,374,view,2023-02-21 21:00:00
417,412,4,wishlist,2023-02-22 00:00:00
418,101,500,wishlist,2023-02-22 03:00:00
419,279,279,add_to_cart,2023-02-22 06:00:00
420,107,326,wishlist,2023-02-22 09:00:00
421,983,418,click,2023-02-22 12:00:00
422,35,41,add_to_cart,2023-02-22 15:00:00
423,359,402,view,2023-02-22 18:00:00
424,887,376,view,2023-02-22 21:00:00
425,800,484,view,2023-02-23 00:00:00
426,2,90,wishlist,2023-02-23 03:00:00
427,751,481,click,2023-02-23 06:00:00
428,492,256,add_to_cart,2023-02-23 09:00:00
429,880,417,click,2023-02-23 12:00:00
430,890,409,click,2023-02-23 15:00:00
431,272,308,view,2023-02-23 18:00:00
432,144,145,view,2023-02-23 21:00:00
433,435,307,click,2023-02-24 00:00:00
434,451,387,click,2023-02-24 03:00:00
435,604,311,add_to_cart,2023-02-24 06:00:00
436,733,470,view,2023-02-24 09:00:00
437,566,184,view,2023-02-24 12:00:00
438,916,119,wishlist,2023-02-24 15:00:00
439,228,113,view,2023-02-24 18:00:00
440,545,291,add_to_cart,2023-02-24 21:00:00
441,214,249,wishlist,2023-02-25 00:00:00
442,648,324,add_to_cart,2023-02-25 03:00:00
443,248,443,view,2023-02-25 06:00:00
444,408,92,view,2023-02-25 09:00:00
445,53,59,click,2023-02-25 12:00:00
446,576,269,click,2023-02-25 15:00:00
447,314,318,add_to_cart,2023-02-25 18:00:00
448,374,94,wishlist,2023-02-25 21:00:00
449,37,254,view,2023-02-26 00:00:00
450,724,175,click,2023-02-26 03:00:00
451,524,460,click,2023-02-26 06:00:00
452,980,3,view,2023-02-26 09:00:00
453,84,21,view,2023-02-26 12:00:00
454,900,104,wishlist,2023-02-26 15:00:00
455,94,321,click,2023-02-26 18:00:00
456,415,402,wishlist,2023-02-26 21:00:00
457,342,269,wishlist,2023-02-27 00:00:00
458,719,455,view,2023-02-27 03:00:00
459,550,333,wishlist,2023-02-27 06:00:00
460,421,209,view,2023-02-27 09:00:00
461,348,365,add_to_cart,2023-02-27 12:00:00
462,715,96,wishlist,2023-02-27 15:00:00
463,782,93,click,2023-02-27 18:00:00
464,587,45,click,2023-02-27 21:00:00
465,128,62,add_to_cart,2023-02-28 00:00:00
466,841,30,add_to_cart,2023-02-28 03:00:00
467,152,459,wishlist,2023-02-28 06:00:00
468,522,270,click,2023-02-28 09:00:00
469,38,437,click,2023-02-28 12:00:00
470,427,10,view,2023-02-28 15:00:00
471,105,456,view,2023-02-28 18:00:00
472,165,415,click,2023-02-28 21:00:00
473,938,6,view,2023-03-01 00:00:00
474,544,467,view,2023-03-01 03:00:00
475,212,375,view,2023-03-01 06:00:00
476,526,19,add_to_cart,2023-03-01 09:00:00
477,742,12,click,2023-03-01 12:00:00
478,132,373,click,2023-03-01 15:00:00
479,152,192,click,2023-03-01 18:00:00
480,96,103,view,2023-03-01 21:00:00
481,503,370,wishlist,2023-03-02 00:00:00
482,522,250,wishlist,2023-03-02 03:00:00
483,374,244,view,2023-03-02 06:00:00
484,875,338,add_to_cart,2023-03-02 09:00:00
485,16,439,add_to_cart,2023-03-02 12:00:00
486,679,195,click,2023-03-02 15:00:00
487,608,265,wishlist,2023-03-02 18:00:00
488,18,134,add_to_cart,2023-03-02 21:00:00
489,409,385,wishlist,2023-03-03 00:00:00
490,7,426,wishlist,2023-03-03 03:00:00
491,696,488,add_to_cart,2023-03-03 06:00:00
492,894,349,view,2023-03-03 09:00:00
493,245,439,click,2023-03-03 12:00:00
494,943,177,click,2023-03-03 15:00:00
495,883,355,add_to_cart,2023-03-03 18:00:00
496,978,99,view,2023-03-03 21:00:00
497,879,30,add_to_cart,2023-03-04 00:00:00
498,594,291,add_to_cart,2023-03-04 03:00:00
499,643,63,wishlist,2023-03-04 06:00:00
500,129,487,wishlist,2023-03-04 09:00:00
501,801,406,click,2023-03-04 12:00:00
502,455,427,wishlist,2023-03-04 15:00:00
503,586,28,wishlist,2023-03-04 18:00:00
504,876,146,view,2023-03-04 21:00:00
505,571,288,add_to_cart,2023-03-05 00:00:00
506,72,69,add_to_cart,2023-03-05 03:00:00
507,160,438,view,2023-03-05 06:00:00
508,87,252,wishlist,2023-03-05 09:00:00
509,401,162,wishlist,2023-03-05 12:00:00
510,462,415,add_to_cart,2023-03-05 15:00:00
511,529,110,click,2023-03-05 18:00:00
512,89,353,add_to_cart,2023-03-05 21:00:00
513,661,132,click,2023-03-06 00:00:00
514,823,398,wishlist,2023-03-06 03:00:00
515,6,271,click,2023-03-06 06:00:00
516,596,188,click,2023-03-06 09:00:00
517,945,20,click,2023-03-06 12:00:00
518,84,276,click,2023-03-06 15:00:00
519,250,177,click,2023-03-06 18:00:00
520,666,99,add_to_cart,2023-03-06 21:00:00
521,416,247,view,2023-03-07 00:00:00
522,72,324,wishlist,2023-03-07 03:00:00
523,621,18,add_to_cart,2023-03-07 06:00:00
524,112,408,view,2023-03-07 09:00:00
525,172,411,add_to_cart,2023-03-07 12:00:00
526,699,289,view,2023-03-07 15:00:00
527,797,125,add_to_cart,2023-03-07 18:00:00
528,273,320,wishlist,2023-03-07 21:00:00
529,530,153,wishlist,2023-03-08 00:00:00
530,680,69,click,2023-03-08 03:00:00
531,319,146,view,2023-03-08 06:00:00
532,82,45,add_to_cart,2023-03-08 09:00:00
533,75,366,click,2023-03-08 12:00:00
534,429,20,add_to_cart,2023-03-08 15:00:00
535,460,291,wishlist,2023-03-08 18:00:00
536,847,247,wishlist,2023-03-08 21:00:00
537,346,390,view,2023-03-09 00:00:00
538,249,347,add_to_cart,2023-03-09 03:00:00
539,643,476,add_to_cart,2023-03-09 06:00:00
540,387,203,click,2023-03-09 09:00:00
541,934,9,wishlist,2023-03-09 12:00:00
542,867,180,click,2023-03-09 15:00:00
543,713,156,click,2023-03-09 18:00:00
544,363,19,view,2023-03-09 21:00:00
545,296,103,click,2023-03-10 00:00:00
546,68,246,view,2023-03-10 03:00:00
547,438,85,wishlist,2023-03-10 06:00:00
548,532,319,click,2023-03-10 09:00:00
549,783,351,click,2023-03-10 12:00:00
550,605,234,click,2023-03-10 15:00:00
551,133,135,click,2023-03-10 18:00:00
552,295,37,wishlist,2023-03-10 21:00:00
553,296,345,view,2023-03-11 00:00:00
554,647,92,wishlist,2023-03-11 03:00:00
555,968,292,view,2023-03-11 06:00:00
556,864,17,view,2023-03-11 09:00:00
557,868,90,click,2023-03-11 12:00:00
558,33,348,click,2023-03-11 15:00:00
559,374,165,click,2023-03-11 18:00:00
560,805,465,view,2023-03-11 21:00:00
561,32,444,add_to_cart,2023-03-12 00:00:00
562,555,253,add_to_cart,2023-03-12 03:00:00
563,959,305,add_to_cart,2023-03-12 06:00:00
564,804,81,wishlist,2023-03-12 09:00:00
565,866,481,view,2023-03-12 12:00:00
566,305,184,add_to_cart,2023-03-12 15:00:00
567,793,290,view,2023-03-12 18:00:00
568,108,249,view,2023-03-12 21:00:00
569,96,215,wishlist,2023-03-13 00:00:00
570,66,158,click,2023-03-13 03:00:00
571,521,411,click,2023-03-13 06:00:00
572,230,179,wishlist,2023-03-13 09:00:00
573,733,393,wishlist,2023-03-13 12:00:00
574,358,20,view,2023-03-13 15:00:00
575,402,471,add_to_cart,2023-03-13 18:00:00
576,790,431,view,2023-03-13 21:00:00
577,99,147,view,2023-03-14 00:00:00
578,271,485,add_to_cart,2023-03-14 03:00:00
579,775,493,click,2023-03-14 06:00:00
580,909,68,view,2023-03-14 09:00:00
581,362,77,click,2023-03-14 12:00:00
582,164,102,click,2023-03-14 15:00:00
583,528,140,click,2023-03-14 18:00:00
584,169,381,view,2023-03-14 21:00:00
585,21,73,add_to_cart,2023-03-15 00:00:00
586,540,207,add_to_cart,2023-03-15 03:00:00
587,842,213,click,2023-03-15 06:00:00
588,595,79,click,2023-03-15 09:00:00
589,785,113,add_to_cart,2023-03-15 12:00:00
590,833,253,wishlist,2023-03-15 15:00:00
591,397,133,wishlist,2023-03-15 18:00:00
592,36,197,click,2023-03-15 21:00:00
593,495,25,add_to_cart,2023-03-16 00:00:00
594,314,472,wishlist,2023-03-16 03:00:00
595,490,101,add_to_cart,2023-03-16 06:00:00
596,276,245,view,2023-03-16 09:00:00
597,233,31,click,2023-03-16 12:00:00
598,616,430,wishlist,2023-03-16 15:00:00
599,436,290,click,2023-03-16 18:00:00
600,6,256,view,2023-03-16 21:00:00
601,535,425,add_to_cart,2023-03-17 00:00:00
602,682,206,click,2023-03-17 03:00:00
603,664,475,wishlist,2023-03-17 06:00:00
604,244,495,view,2023-03-17 09:00:00
605,241,68,wishlist,2023-03-17 12:00:00
606,773,215,add_to_cart,2023-03-17 15:00:00
607,928,122,wishlist,2023-03-17 18:00:00
608,558,422,wishlist,2023-03-17 21:00:00
